"id","name","sequence","description","invoice_label","type_tax_use","tax_scope","amount_type","price_include_override","amount","tax_group_id","children_tax_ids","repartition_line_ids/factor_percent","repartition_line_ids/repartition_type","repartition_line_ids/document_type","repartition_line_ids/account_id","repartition_line_ids/tag_ids","repartition_line_ids/use_in_tax_closing","active","include_base_amount","is_base_affected","fiscal_position_ids","original_tax_ids"
"","","","","","","","","","","","","","base","refund","","-S4_3_1_1A||-S5_3_11A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_jp_330800","-S5_3_A5","True","","","",""
"l10n_jp_tax_sale_10_type_6","10% Type 6","29","Simplified Taxpayer: Standard Rate","10% Business Type 6","sale","","percent","","10","","","","base","invoice","","+S4_3_1_1B||+S5_3_12B","","0","False","False","l10n_jp_domestic_fiscal_position",""
"","","","","","","","","","","","","100","tax","invoice","l10n_jp_330800","+S5_3_B6","True","","","",""
"","","","","","","","","","","","","","base","refund","","-S4_3_1_1B||-S5_3_12B","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_jp_330800","-S5_3_B6","True","","","",""
"l10n_jp_tax_sale_8_type_6","8% Type 6","30","Simplified Taxpayer: Reduced Rate","8% Business Type 6","sale","","percent","","8","","","","base","invoice","","+S4_3_1_1A||+S5_3_12A","","0","False","False","l10n_jp_fiscal_position_tax_reduction,l10n_jp_domestic_fiscal_position","l10n_jp_tax_sale_10_type_6"
"","","","","","","","","","","","","100","tax","invoice","l10n_jp_330800","+S5_3_A6","True","","","",""
"","","","","","","","","","","","","","base","refund","","-S4_3_1_1A||-S5_3_12A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_jp_330800","-S5_3_A6","True","","","",""
"l10n_jp_tax_sale_0","0%","31","Simplified Taxpayer: Tax-free (Zero-rate)","0%","sale","","percent","","0","","","","base","invoice","","+F3_1_15S","","0","False","False","l10n_jp_domestic_fiscal_position",""
"","","","","","","","","","","","","100","tax","invoice","l10n_jp_330800","","True","","","",""
"","","","","","","","","","","","","","base","refund","","-F3_1_15S","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_jp_330800","","True","","","",""
"l10n_jp_tax_sale_0_exempt","0% EXEMPT","32","Simplified Taxpayer: Tax-exempt","Tax-exempt","sale","","percent","","0","","","","base","invoice","","","","0","False","False","l10n_jp_fiscal_position_tax_exempt","l10n_jp_tax_sale_10,l10n_jp_tax_sale_8"
"","","","","","","","","","","","","100","tax","invoice","l10n_jp_330800","","True","","","",""
"","","","","","","","","","","","","","base","refund","","","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_jp_330800","","True","","","",""
