"id","sequence","description","invoice_label","name","amount","amount_type","children_tax_ids","type_tax_use","tax_group_id","repartition_line_ids/repartition_type","repartition_line_ids/document_type","repartition_line_ids/account_id","repartition_line_ids/tag_ids","description@tr","price_include_override","l10n_tr_tax_withholding_code_id"
"tr_s_wh_20_IMH","1","Construction Works and Engineering-Architecture and Survey-Project Services Performed Along with These Works","-8%","WH 20% (4/10) - İMH","-8.0","percent","","none","tr_tax_group_wh_İMH","base","invoice","","+SAL_20_BASE_4_10","Tevkif KDV %20 (4/10) - İMH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_İMH"
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_4_10","",""
"tr_p_wh_20_PDH","2","Purchasing Renovation, Maintenance and Repair Services for Machinery, Equipment, Fixed Assets and Vehicles","-18%","WH 20% (9/10) - PDH","-18.0","percent","","none","tr_tax_group_wh_PDH","base","invoice","","+PUR_20_BASE_9_10","Satın Almada Kesilen KDV %20 (9/10) - PDH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_PDH"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_9_10","",""
"tr_p_wh_20_MEBH","3","Purchasing Food Service","-14%","WH 20% (9/10) - MEBH","-14.0","percent","","none","tr_tax_group_wh_MEBH","base","invoice","","+PUR_20_BASE_9_10","Satın Almada Kesilen KDV %20 (9/10) - MEBH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_MEBH"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_7_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_7_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_7_10","",""
"tr_p_wh_20_YSH","4","Purchasing Organization Service","-10%","WH 20% (5/10) - YSH","-10.0","percent","","none","tr_tax_group_wh_YSH","base","invoice","","+PUR_20_BASE_5_10","Satın Almada Kesilen KDV %20 (5/10) - YSH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_YSH"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_5_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_5_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_5_10","",""
"tr_p_wh_20_OH","5","Purchasing Withheld VAT 20% (Withholding 5/10) - OH","-10%","WH 20% (5/10) - OH","-10.0","percent","","none","tr_tax_group_wh_OH","base","invoice","","+PUR_20_BASE_5_10","Satın Almada Kesilen KDV %20 (5/10) - OH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_OH"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_5_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_5_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_5_10","",""
"tr_p_wh_20_İTH","6","Purchasing Withheld VAT 20% (Withholding 9/10) - İTH","-18%","WH 20% (9/10) - İTH","-18.0","percent","","none","tr_tax_group_wh_İTH","base","invoice","","+PUR_20_BASE_9_10","Satın Almada Kesilen KDV %20 (9/10) - İTH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_İTH"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_9_10","",""
"tr_p_wh_20_OGH","7","Purchasing Withheld VAT 20% (Withholding 9/10) - ÖGH","-18%","WH 20% (9/10) - ÖGH","-18.0","percent","","none","tr_tax_group_wh_ÖGH","base","invoice","","+PUR_20_BASE_9_10","Satın Almada Kesilen KDV %20 (9/10) - ÖGH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_ÖGH"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_9_10","",""
"tr_p_wh_20_YDH","8","Purchasing Withheld VAT 20% (Withholding 9/10) - YDH","-18%","WH 20% (9/10) - YDH","-18.0","percent","","none","tr_tax_group_wh_YDH","base","invoice","","+PUR_20_BASE_9_10","Satın Almada Kesilen KDV %20 (9/10) - YDH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_YDH"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_9_10","",""
"tr_p_wh_20_FTKI","9","Purchasing Withheld VAT 20% (Withholding 7/10) - FTKİ","-14%","WH 20% (7/10) - FTKİ","-14.0","percent","","none","tr_tax_group_wh_FTKİ","base","invoice","","+PUR_20_BASE_7_10","Satın Almada Kesilen KDV %20 (7/10) - FTKİ","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_FTKİ"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_7_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_7_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_7_10","",""
"tr_p_wh_20_TMH","10","Purchasing Withheld VAT 20% (Withholding 9/10) - TMH","-18%","WH 20% (9/10) - TMH","-18.0","percent","","none","tr_tax_group_wh_TMH","base","invoice","","+PUR_20_BASE_9_10","Satın Almada Kesilen KDV %20 (9/10) - TMH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_TMH"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_9_10","",""
"tr_p_wh_20_SKGI","11","Purchasing Withheld VAT 20% (Withholding 9/10) - SKGİ","-18%","WH 20% (9/10) - SKGİ","-18.0","percent","","none","tr_tax_group_wh_SKGİ","base","invoice","","+PUR_20_BASE_9_10","Satın Almada Kesilen KDV %20 (9/10) - SKGİ","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_SKGİ"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_9_10","",""
"tr_p_wh_20_TH","12","Purchasing Withheld VAT 20% (Withholding 9/10) - TH","-18%","WH 20% (9/10) - TH","-18.0","percent","","none","tr_tax_group_wh_TH","base","invoice","","+PUR_20_BASE_9_10","Satın Almada Kesilen KDV %20 (9/10) - TH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_TH"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_9_10","",""
"tr_p_wh_20_CBH","13","Purchasing Withheld VAT 20% (Withholding 9/10) - ÇBH","-18%","WH 20% (9/10) - ÇBH","-18.0","percent","","none","tr_tax_group_wh_ÇBH","base","invoice","","+PUR_20_BASE_9_10","Satın Almada Kesilen KDV %20 (9/10) - ÇBH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_ÇBH"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_9_10","",""
"tr_p_wh_20_STH","14","Purchasing Withheld VAT 20% (Withholding 5/10) - STH","-10%","WH 20% (5/10) - STH","-10.0","percent","","none","tr_tax_group_wh_STH","base","invoice","","+PUR_20_BASE_5_10","Satın Almada Kesilen KDV %20 (5/10) - STH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_STH"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_5_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_5_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_5_10","",""
"tr_p_wh_20_BBH","15","Purchasing Withheld VAT 20% (Withholding 7/10) - BBH","-14%","WH 20% (7/10) - BBH","-14.0","percent","","none","tr_tax_group_wh_BBH","base","invoice","","+PUR_20_BASE_7_10","Satın Almada Kesilen KDV %20 (7/10) - BBH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_BBH"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_7_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_7_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_7_10","",""
"tr_p_wh_20_DH","16","Purchasing Withheld VAT 20% (Withholding 5/10) - DH","-10%","WH 20% (5/10) - DH","-10.0","percent","","none","tr_tax_group_wh_DH","base","invoice","","+PUR_20_BASE_5_10","Satın Almada Kesilen KDV %20 (5/10) - DH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_DH"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_5_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_5_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_5_10","",""
"tr_p_wh_20_HMK","17","Purchasing Withheld VAT 20% (Withholding 7/10) - HMK","-14%","WH 20% (7/10) - HMK","-14.0","percent","","none","tr_tax_group_wh_HMK","base","invoice","","+PUR_20_BASE_7_10","Satın Almada Kesilen KDV %20 (7/10) - HMK","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_HMK"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_7_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_7_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_7_10","",""
"tr_p_wh_20_DMK","18","Purchasing Withheld VAT 20% (Withholding 7/10)  - DMK","-14%","WH 20% (7/10) - DMK","-14.0","percent","","none","tr_tax_group_wh_DMK","base","invoice","","+PUR_20_BASE_7_10","Satın Almada Kesilen KDV %20 (7/10) - DMK","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_DMK"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_7_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_7_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_7_10","",""
"tr_p_wh_20_MUT","19","Purchasing Withheld VAT 20% (Withholding 7/10) - MÜT","-14%","WH 20% (7/10) - MÜT","-14.0","percent","","none","tr_tax_group_wh_MÜT","base","invoice","","+PUR_20_BASE_7_10","Satın Almada Kesilen KDV %20 (7/10) - MÜT","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_MÜT"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_7_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_7_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_7_10","",""
"tr_p_wh_20_VHT","20","Purchasing Withheld VAT 20% (Withholding 7/10) - VHT","-14%","WH 20% (7/10) - VHT","-14.0","percent","","none","tr_tax_group_wh_VHT","base","invoice","","+PUR_20_BASE_7_10","Satın Almada Kesilen KDV %20 (7/10) - VHT","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_VHT"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_7_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_7_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_7_10","",""
"tr_p_wh_20_DLDT","21","Purchasing Withheld VAT 20% (Withholding 9/10) - DLDT","-18%","WH 20% (9/10) - DLDT","-18.0","percent","","none","tr_tax_group_wh_DLDT","base","invoice","","+PUR_20_BASE_9_10","Satın Almada Kesilen KDV %20 (9/10) - DLDT","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_DLDT"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_9_10","",""
"tr_p_wh_20_OUT","22","Purchasing Withheld VAT 20% (Withholding 9/10) - OÜT","-18%","WH 20% (9/10) - OÜT","-18.0","percent","","none","tr_tax_group_wh_OÜT","base","invoice","","+PUR_20_BASE_9_10","Satın Almada Kesilen KDV %20 (9/10) - OÜT","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_OÜT"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_9_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_9_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_9_10","",""
"tr_p_wh_20_AUT","23","Purchasing Withheld VAT 20% (Withholding 5/10) - AÜT","-10%","WH 20% (5/10) - AÜT","-10.0","percent","","none","tr_tax_group_wh_AÜT","base","invoice","","+PUR_20_BASE_5_10","Satın Almada Kesilen KDV %20 (5/10) - AÜT","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_AÜT"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_5_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_5_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_5_10","",""
"tr_p_wh_20_YTH","24","Purchasing Withheld VAT 20% (Withholding 2/10) - YTH","-4.00%","WH 20% (2/10) - YTH","-4.0","percent","","none","tr_tax_group_wh_YTH","base","invoice","","+PUR_20_BASE_2_10","Satın Almada Kesilen KDV %20  (2/10) - YTH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_YTH"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_2_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_2_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_2_10","",""
"tr_p_wh_20_TRH","25","Purchasing Withheld VAT 20% (Withholding 3/10) - TRH","-6%","WH 20% (3/10) - TRH","-6.0","percent","","none","tr_tax_group_wh_TRH","base","invoice","","+PUR_20_BASE_3_10","Satın Almada Kesilen KDV %20  (3/10) - TRH","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_TRH"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_3_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_10_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_3_10","",""
"tr_p_wh_20_DT","26","Purchasing Withheld VAT 20% (Withholding 2/10) - DT","-4%","WH 20% (2/10) - DT","-4.0","percent","","none","tr_tax_group_wh_DT","base","invoice","","+PUR_20_BASE_2_10","Satın Almada Kesilen KDV %20  (2/10) - DT","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_DT"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_2_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_2_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_2_10","",""
"tr_p_wh_20_DCUT","27","Purchasing Withheld VAT 20% (Withholding 5/10) - DÇÜT","-10%","WH 20% (5/10) - DÇÜT","-10.0","percent","","none","tr_tax_group_wh_DÇÜT","base","invoice","","+PUR_20_BASE_5_10","Satın Almada Kesilen KDV %20 (5/10) - DÇÜT","tax_excluded","l10n_tr_nilvera_einvoice_extended.l10n_tr_account_tax_code_DÇÜT"
"","","","","","","","","","","tax","invoice","tr391005","-PUR_20_TAX_5_10","",""
"","","","","","","","","","","base","refund","","-PUR_20_BASE_5_10","",""
"","","","","","","","","","","tax","refund","tr391005","+PUR_20_TAX_5_10","",""
"tr_p_vat_wh_20_IMH","55","purchase VAT with Withholding Tax 20% (4/10) - İMH","","WH 20% (4/10) - İMH","0.0","group","tr_p_wh_20_İMH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (4/10) - İMH","",""
"tr_p_vat_wh_20_PDH","56","purchase VAT with Withholding Tax 20% (9/10) - PDH","","WH 20% (9/10) - PDH","0.0","group","tr_p_wh_20_PDH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (9/10) - PDH","",""
"tr_p_vat_wh_20_MEBH","57","purchase VAT with Withholding Tax 20% (7/10) - MEBH","","WH 20% (7/10) - MEBH","0.0","group","tr_p_wh_20_MEBH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (7/10) - MEBH","",""
"tr_p_vat_wh_20_YSH","58","purchase VAT with Withholding Tax 20% (5/10) - YSH","","WH 20% (5/10) - YSH","0.0","group","tr_p_wh_20_YSH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (5/10) - YSH","",""
"tr_p_vat_wh_20_OH","59","purchase VAT with Withholding Tax 20% (5/10) - OH","","WH 20% (5/10) - OH","0.0","group","tr_p_wh_20_OH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (5/10) - OH","",""
"tr_p_vat_wh_20_İTH","60","purchase VAT with Withholding Tax 20% (9/10) - İTH","","WH 20% (9/10) - İTH","0.0","group","tr_p_wh_20_İTH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (9/10) - İTH","",""
"tr_p_vat_wh_20_OGH","61","purchase VAT with Withholding Tax 20% (9/10) - ÖGH","","WH 20% (9/10) - ÖGH","0.0","group","tr_p_wh_20_OGH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (9/10) - ÖGH","",""
"tr_p_vat_wh_20_YDH","62","purchase VAT with Withholding Tax 20% (9/10) - YDH","","WH 20% (9/10) - YDH","0.0","group","tr_p_wh_20_YDH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (9/10) - YDH","",""
"tr_p_vat_wh_20_FTKI","63","purchase VAT with Withholding Tax 20% (7/10) - FTKİ","","WH 20% (7/10) - FTKİ","0.0","group","tr_p_wh_20_FTKI,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (7/10) - FTKİ","",""
"tr_p_vat_wh_20_TMH","64","purchase VAT with Withholding Tax 20% (9/10) - TMH","","WH 20% (9/10) - TMH","0.0","group","tr_p_wh_20_TMH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (9/10) - TMH","",""
"tr_p_vat_wh_20_SKGI","65","purchase VAT with Withholding Tax 20% (9/10) - SKGİ","","WH 20% (9/10) - SKGİ","0.0","group","tr_p_wh_20_SKGI,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (9/10) - SKGİ","",""
"tr_p_vat_wh_20_TH","66","purchase VAT with Withholding Tax 20% (9/10) - TH","","WH 20% (9/10) - TH","0.0","group","tr_p_wh_20_TH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (9/10) - TH","",""
"tr_p_vat_wh_20_CBH","67","purchase VAT with Withholding Tax 20% (9/10) - ÇBH","","WH 20% (9/10) - ÇBH","0.0","group","tr_p_wh_20_CBH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (9/10) - ÇBH","",""
"tr_p_vat_wh_20_STH","68","purchase VAT with Withholding Tax 20% (5/10) - STH","","WH 20% (5/10) - STH","0.0","group","tr_p_wh_20_STH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (5/10) - STH","",""
"tr_p_vat_wh_20_BBH","69","purchase VAT with Withholding Tax 20% (7/10) - BBH","","WH 20% (7/10) - BBH","0.0","group","tr_p_wh_20_BBH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (7/10) - BBH","",""
"tr_p_vat_wh_20_DH","70","purchase VAT with Withholding Tax 20% (5/10) - DH","","WH 20% (5/10) - DH","0.0","group","tr_p_wh_20_DH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (5/10) - DH","",""
"tr_p_vat_wh_20_HMK","71","purchase VAT with Withholding Tax 20% (7/10) - HMK","","WH 20% (7/10) - HMK","0.0","group","tr_p_wh_20_HMK,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (7/10) - HMK","",""
"tr_p_vat_wh_20_DMK","72","purchase VAT with Withholding Tax 20% (7/10) - DMK","","WH 20% (7/10) - DMK","0.0","group","tr_p_wh_20_DMK,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (7/10) - DMK","",""
"tr_p_vat_wh_20_MUT","73","purchase VAT with Withholding Tax 20% (7/10) - MÜT","","WH 20% (7/10) - MÜT","0.0","group","tr_p_wh_20_MUT,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (7/10) - MÜT","",""
"tr_p_vat_wh_20_VHT","74","purchase VAT with Withholding Tax 20% (7/10) - VHT","","WH 20% (7/10) - VHT","0.0","group","tr_p_wh_20_VHT,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (7/10) - VHT","",""
"tr_p_vat_wh_20_DLDT","75","purchase VAT with Withholding Tax 20% (9/10) - DLDT","","WH 20% (9/10) - DLDT","0.0","group","tr_p_wh_20_DLDT,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (9/10) - DLDT","",""
"tr_p_vat_wh_20_OUT","76","purchase VAT with Withholding Tax 20% (9/10) - OÜT","","WH 20% (9/10) - OÜT","0.0","group","tr_p_wh_20_OUT,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (9/10) - OÜT","",""
"tr_p_vat_wh_20_AUT","77","purchase VAT with Withholding Tax 20% (5/10) - AÜT","","WH 20% (5/10) - AÜT","0.0","group","tr_p_wh_20_AUT,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (5/10) - AÜT","",""
"tr_p_vat_wh_20_YTH","78","purchase VAT with Withholding Tax 20% (2/10) - YTH","","WH 20% (2/10) - YTH","0.0","group","tr_p_wh_20_YTH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (2/10) - YTH","",""
"tr_p_vat_wh_20_TRH","79","purchase VAT with Withholding Tax 20% (3/10) - TRH","","WH 20% (3/10) - TRH","0.0","group","tr_p_wh_20_TRH,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (3/10) - TRH","",""
"tr_p_vat_wh_20_DT","80","purchase VAT with Withholding Tax 20% (2/10) - DT","","WH 20% (2/10) - DT","0.0","group","tr_p_wh_20_DT,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (2/10) - DT","",""
"tr_p_vat_wh_20_DCUT","81","purchase VAT with Withholding Tax 20% (5/10) - DÇÜT","","WH 20% (5/10) - DÇÜT","0.0","group","tr_p_wh_20_DCUT,tr_p_20","purchase","tr_tax_group_kdv_20","","","","","Stopajlı Satın Alma KDVsi (5/10) - DÇÜT","",""
